dataset,method,window,subject,classes,samples,accuracy,c0,c1,c_ba,ba_converged,i_uniform,itr_c1_bpm,itr_ba_bpm,itr_mi_bpm
JBHI16,FUSIONCA,2.0,aggregate,16,1248,0.8108974358974359,4.0,2.5616066566797597,2.9393014780033555,True,2.8674991946041217,61.47855976031423,70.54323547208054,68.81998067049892
JBHI16,TRCA,0.2,aggregate,16,1248,0.5112179487179487,4.0,1.0907451353488429,1.4966234965497587,True,1.3601713459024003,93.49244017275797,128.28201398997933,116.58611536306289
JBHI16,TRCA,0.4,aggregate,16,1248,0.5985576923076923,4.0,1.4598207829682739,1.9475687527976584,True,1.7925355850459876,97.32138553121827,129.83791685317723,119.50237233639919
JBHI16,TRCA,0.6,aggregate,16,1248,0.6538461538461539,4.0,1.7170286646958275,2.1787676827950557,True,2.066233498799727,93.65610898340876,118.84187360700302,112.703645389076
JBHI16,TRCA,0.8,aggregate,16,1248,0.6786858974358975,4.0,1.8388561794741136,2.3089540248240557,True,2.193228282887109,84.87028520649756,106.56710883803333,101.22592074863579
JBHI16,TRCA,1.0,aggregate,16,1248,0.7115384615384616,4.0,2.006286715094891,2.4713696339119573,True,2.3874458395209173,80.25146860379564,98.85478535647829,95.4978335808367
JBHI16,TRCA,1.2,aggregate,16,1248,0.7163461538461539,4.0,2.031413668014235,2.5062759770886855,True,2.4309607317310995,71.69695298873772,88.45679919136538,85.79861406109764
JBHI16,TRCA,1.4,aggregate,16,1248,0.7363782051282052,4.0,2.137895811376786,2.6714934331135547,True,2.5614762165314957,67.51249930663535,84.36295051937542,80.8887226273104
JBHI16,TRCA,1.6,aggregate,16,1248,0.750801282051282,4.0,2.2164022218132535,2.7135783451115705,True,2.6246921786735724,63.325777766092955,77.53080986033058,74.9912051049592
JBHI16,TRCA,1.8,aggregate,16,1248,0.7540064102564102,4.0,2.2340638176396608,2.692281024065972,True,2.6189473831295143,58.27992567755637,70.2334180191123,68.32036651642211
JBHI16,TRCA,2.0,aggregate,16,1248,0.7572115384615384,4.0,2.2518053188624263,2.7088973367680063,True,2.6479733483638643,54.04332765269823,65.01353608243215,63.551360360732744
JBHI35,BPRCA,0.2,aggregate,35,1050,0.2019047619047619,5.129283016944966,0.34328184900069214,1.6060565180763373,True,1.3004089182125984,29.424158485773614,137.66198726368606,111.46362156107988
JBHI35,BPRCA,0.4,aggregate,35,1050,0.35333333333333333,5.129283016944966,0.9023805543338721,2.2464254282857796,True,1.8976622325798225,60.158703622258145,149.76169521905197,126.5108155053215
JBHI35,BPRCA,0.6,aggregate,35,1050,0.4419047619047619,5.129283016944966,1.2997546172085594,2.5182147816314897,True,2.204814767639711,70.89570639319415,137.35716990717216,120.26262368943878
JBHI35,BPRCA,0.8,aggregate,35,1050,0.4638095238095238,5.129283016944966,1.4052163415451275,2.5518518499961576,True,2.332829904559987,64.85613884054435,117.77777769213034,107.66907251815326
JBHI35,BPRCA,1.0,aggregate,35,1050,0.49142857142857144,5.129283016944966,1.5421567701932637,2.682221219602168,True,2.4683051500423088,61.68627080773055,107.28884878408672,98.73220600169235
JBHI35,BPRCA,1.2,aggregate,35,1050,0.518095238095238,5.129283016944966,1.6785554394037039,2.827726368386837,True,2.594840085736154,59.24313315542485,99.80210711953544,91.58259126127604
JBHI35,BPRCA,1.4,aggregate,35,1050,0.5428571428571428,5.129283016944966,1.8088919227263625,2.9323942777136063,True,2.6920120261643206,57.12290282293777,92.60192455937705,85.0109060893996
JBHI35,BPRCA,1.6,aggregate,35,1050,0.5904761904761905,5.129283016944966,2.0695961042541953,3.082848744863626,True,2.891639649229311,59.131317264405574,88.08139271038931,82.61827569226602
JBHI35,BPRCA,1.8,aggregate,35,1050,0.6076190476190476,5.129283016944966,2.1667406179022746,3.232183019552658,True,3.042162240692026,56.52366829310282,84.3178179013737,79.36075410500938
JBHI35,BPRCA,2.0,aggregate,35,1050,0.6228571428571429,5.129283016944966,2.2545836522887552,3.332462490134213,True,3.131017365049771,54.11000765493013,79.97909976322111,75.14441676119449
JBHI35,EBPRCA,0.2,aggregate,35,1050,0.259047619047619,5.129283016944966,0.5344094984168004,1.9014511756234318,True,1.5264944866755665,45.80652843572575,162.9815293391513,130.84238457219143
JBHI35,EBPRCA,0.4,aggregate,35,1050,0.4123809523809524,5.129283016944966,1.1620591567347223,2.472851819429742,True,2.1155321399146385,77.47061044898149,164.85678796198283,141.03547599430925
JBHI35,EBPRCA,0.6,aggregate,35,1050,0.48095238095238096,5.129283016944966,1.4896946490994596,2.7373670071143232,True,2.460265426104538,81.25607176906142,149.31092766078126,134.19629596933842
JBHI35,EBPRCA,0.8,aggregate,35,1050,0.539047619047619,5.129283016944966,1.7886087921234664,2.913697052940697,True,2.6724830580032535,82.55117502108307,134.47832552033987,123.34537190784246
JBHI35,EBPRCA,1.0,aggregate,35,1050,0.5647619047619048,5.129283016944966,1.9271610734161606,3.067203447563641,True,2.80479954186729,77.08644293664642,122.68813790254563,112.1919816746916
JBHI35,EBPRCA,1.2,aggregate,35,1050,0.5866666666666667,5.129283016944966,2.0482473766260676,3.1380184214330136,True,2.9163924029414217,72.29108388092004,110.7535913446946,102.93149657440313
